/home/runner/work/Healthedata1-Sandbox/Healthedata1-Sandbox/input/examples/example-targeted-provenance.json: line 32, col 6, Info - This element does not match any known slice defined in the profile http://hl7.org/fhir/us/core/StructureDefinition/us-core-provenance|5.0.1 (this may not be a problem, but you should check that it's not intended to match a slice) (INFORMATIONAL)
/home/runner/work/Healthedata1-Sandbox/Healthedata1-Sandbox/input/examples/example-targeted-provenance.json: line 48, col 6, Info - This element does not match any known slice defined in the profile http://hl7.org/fhir/us/core/StructureDefinition/us-core-provenance|5.0.1 (this may not be a problem, but you should check that it's not intended to match a slice) (INFORMATIONAL)
/home/runner/work/Healthedata1-Sandbox/Healthedata1-Sandbox/input/examples/example-targeted-provenance.json: line 16, col 81, Error - Canonical URL 'http://hl7.org/fhir/us/core/StructureDefinition/us-core-provenance|0.1.0' does not resolve (INVALID)
/home/runner/work/Healthedata1-Sandbox/Healthedata1-Sandbox/input/examples/patient-example-targeted-provenance.json: line 16, col 78, Error - Canonical URL 'http://hl7.org/fhir/us/core/StructureDefinition/us-core-patient|0.1.0' does not resolve (INVALID)
/home/runner/work/Healthedata1-Sandbox/Healthedata1-Sandbox/input/examples/patient-example-targeted-provenance.json: line 25, col 12, Info - The definition for the Code System with URI 'urn:oid:2.16.840.1.113883.6.238' doesnt provide any codes so the code cannot be validated (UNKNOWN)
/home/runner/work/Healthedata1-Sandbox/Healthedata1-Sandbox/input/examples/patient-example-targeted-provenance.json: line 43, col 12, Info - The definition for the Code System with URI 'urn:oid:2.16.840.1.113883.6.238' doesnt provide any codes so the code cannot be validated (UNKNOWN)
/home/runner/work/Healthedata1-Sandbox/Healthedata1-Sandbox/input/examples/patient-example-targeted-provenance.json: line 61, col 6, Error - The Extension 'http://hl7.org/fhir/us/core/StructureDefinition/us-core-genderIdentity' definition is for a simple extension, so it must contain a value, not extensions (STRUCTURE)
/home/runner/work/Healthedata1-Sandbox/Healthedata1-Sandbox/input/examples/patient-example-targeted-provenance.json: line 61, col 6, Error - Extension.extension: max allowed = 0, but found 1 (from http://hl7.org/fhir/us/core/StructureDefinition/us-core-genderIdentity|5.0.1) (STRUCTURE)
/home/runner/work/Healthedata1-Sandbox/Healthedata1-Sandbox/input/examples/patient-example-targeted-provenance.json: line 61, col 6, Error - Extension.value[x]: minimum required = 1, but only found 0 (from http://hl7.org/fhir/us/core/StructureDefinition/us-core-genderIdentity|5.0.1) (STRUCTURE)
/home/runner/work/Healthedata1-Sandbox/Healthedata1-Sandbox/input/examples/patient-example-targeted-provenance.json: line 65, col 10, Error - Sub-extension url 'value' is not defined by the Extension http://hl7.org/fhir/us/core/StructureDefinition/us-core-genderIdentity|5.0.1 (INVALID)
/home/runner/work/Healthedata1-Sandbox/Healthedata1-Sandbox/input/examples/patient-example-targeted-provenance.json: line 1, col 2, Warning - Profile reference 'http://hl7.org/fhir/us/core/StructureDefinition/us-core-patient|0.1.0' has not been checked because it could not be found, and the validator is set to not fetch unknown profiles (STRUCTURE)
/home/runner/work/Healthedata1-Sandbox/Healthedata1-Sandbox/input/resources/StructureDefinition-pediatric-bmi-for-age.json: line 0, col 0, Error - Conformance resource /home/runner/work/Healthedata1-Sandbox/Healthedata1-Sandbox/input/resources/StructureDefinition-pediatric-bmi-for-age.json - the canonical URL (http://www.fhir.org/guides/healthedata1-sandbox/StructureDefinition/pediatric-bmi-for-age) does not match the URL (http://hl7.org/fhir/us/core/StructureDefinition/pediatric-bmi-for-age) (INVALID)
/home/runner/work/Healthedata1-Sandbox/Healthedata1-Sandbox/input/resources/StructureDefinition-pediatric-bmi-for-age.json: line 1, col 44958, Error - The extension http://hl7.org/fhir/us/core/StructureDefinition/uscdi-requirement could not be found so is not allowed here (STRUCTURE)
/home/runner/work/Healthedata1-Sandbox/Healthedata1-Sandbox/input/resources/StructureDefinition-pediatric-bmi-for-age.json: line 1, col 44937, Error - URL value 'http://hl7.org/fhir/us/core/StructureDefinition/uscdi-requirement' does not resolve (INVALID)
/home/runner/work/Healthedata1-Sandbox/Healthedata1-Sandbox/input/resources/StructureDefinition-pediatric-bmi-for-age.json: line 1, col 46666, Error - The extension http://hl7.org/fhir/us/core/StructureDefinition/uscdi-requirement could not be found so is not allowed here (STRUCTURE)
/home/runner/work/Healthedata1-Sandbox/Healthedata1-Sandbox/input/resources/StructureDefinition-pediatric-bmi-for-age.json: line 1, col 46645, Error - URL value 'http://hl7.org/fhir/us/core/StructureDefinition/uscdi-requirement' does not resolve (INVALID)
/home/runner/work/Healthedata1-Sandbox/Healthedata1-Sandbox/input/resources/StructureDefinition-pediatric-bmi-for-age.json: line 1, col 48379, Error - The extension http://hl7.org/fhir/us/core/StructureDefinition/uscdi-requirement could not be found so is not allowed here (STRUCTURE)
/home/runner/work/Healthedata1-Sandbox/Healthedata1-Sandbox/input/resources/StructureDefinition-pediatric-bmi-for-age.json: line 1, col 48358, Error - URL value 'http://hl7.org/fhir/us/core/StructureDefinition/uscdi-requirement' does not resolve (INVALID)
/home/runner/work/Healthedata1-Sandbox/Healthedata1-Sandbox/input/resources/StructureDefinition-pediatric-bmi-for-age.json: line 1, col 52350, Error - The extension http://hl7.org/fhir/us/core/StructureDefinition/uscdi-requirement could not be found so is not allowed here (STRUCTURE)
/home/runner/work/Healthedata1-Sandbox/Healthedata1-Sandbox/input/resources/StructureDefinition-pediatric-bmi-for-age.json: line 1, col 52329, Error - URL value 'http://hl7.org/fhir/us/core/StructureDefinition/uscdi-requirement' does not resolve (INVALID)
/home/runner/work/Healthedata1-Sandbox/Healthedata1-Sandbox/input/resources/StructureDefinition-pediatric-bmi-for-age.json: line 1, col 56140, Error - The extension http://hl7.org/fhir/us/core/StructureDefinition/uscdi-requirement could not be found so is not allowed here (STRUCTURE)
/home/runner/work/Healthedata1-Sandbox/Healthedata1-Sandbox/input/resources/StructureDefinition-pediatric-bmi-for-age.json: line 1, col 56119, Error - URL value 'http://hl7.org/fhir/us/core/StructureDefinition/uscdi-requirement' does not resolve (INVALID)
/home/runner/work/Healthedata1-Sandbox/Healthedata1-Sandbox/input/resources/StructureDefinition-pediatric-bmi-for-age.json: line 1, col 58882, Error - The extension http://hl7.org/fhir/us/core/StructureDefinition/uscdi-requirement could not be found so is not allowed here (STRUCTURE)
/home/runner/work/Healthedata1-Sandbox/Healthedata1-Sandbox/input/resources/StructureDefinition-pediatric-bmi-for-age.json: line 1, col 58861, Error - URL value 'http://hl7.org/fhir/us/core/StructureDefinition/uscdi-requirement' does not resolve (INVALID)
/home/runner/work/Healthedata1-Sandbox/Healthedata1-Sandbox/input/resources/StructureDefinition-pediatric-bmi-for-age.json: line 1, col 64156, Error - The extension http://hl7.org/fhir/us/core/StructureDefinition/uscdi-requirement could not be found so is not allowed here (STRUCTURE)
/home/runner/work/Healthedata1-Sandbox/Healthedata1-Sandbox/input/resources/StructureDefinition-pediatric-bmi-for-age.json: line 1, col 64135, Error - URL value 'http://hl7.org/fhir/us/core/StructureDefinition/uscdi-requirement' does not resolve (INVALID)
/home/runner/work/Healthedata1-Sandbox/Healthedata1-Sandbox/input/resources/StructureDefinition-pediatric-bmi-for-age.json: line 1, col 64252, Error - The extension http://hl7.org/fhir/us/core/StructureDefinition/uscdi-requirement could not be found so is not allowed here (STRUCTURE)
/home/runner/work/Healthedata1-Sandbox/Healthedata1-Sandbox/input/resources/StructureDefinition-pediatric-bmi-for-age.json: line 1, col 64231, Error - URL value 'http://hl7.org/fhir/us/core/StructureDefinition/uscdi-requirement' does not resolve (INVALID)
/home/runner/work/Healthedata1-Sandbox/Healthedata1-Sandbox/input/resources/StructureDefinition-pediatric-bmi-for-age.json: line 1, col 65925, Error - The extension http://hl7.org/fhir/us/core/StructureDefinition/uscdi-requirement could not be found so is not allowed here (STRUCTURE)
/home/runner/work/Healthedata1-Sandbox/Healthedata1-Sandbox/input/resources/StructureDefinition-pediatric-bmi-for-age.json: line 1, col 65904, Error - URL value 'http://hl7.org/fhir/us/core/StructureDefinition/uscdi-requirement' does not resolve (INVALID)
/home/runner/work/Healthedata1-Sandbox/Healthedata1-Sandbox/input/resources/StructureDefinition-pediatric-bmi-for-age.json: line 1, col 71094, Error - The extension http://hl7.org/fhir/us/core/StructureDefinition/uscdi-requirement could not be found so is not allowed here (STRUCTURE)
/home/runner/work/Healthedata1-Sandbox/Healthedata1-Sandbox/input/resources/StructureDefinition-pediatric-bmi-for-age.json: line 1, col 71073, Error - URL value 'http://hl7.org/fhir/us/core/StructureDefinition/uscdi-requirement' does not resolve (INVALID)
/home/runner/work/Healthedata1-Sandbox/Healthedata1-Sandbox/input/resources/StructureDefinition-pediatric-bmi-for-age.json: line 1, col 75776, Error - The extension http://hl7.org/fhir/us/core/StructureDefinition/uscdi-requirement could not be found so is not allowed here (STRUCTURE)
/home/runner/work/Healthedata1-Sandbox/Healthedata1-Sandbox/input/resources/StructureDefinition-pediatric-bmi-for-age.json: line 1, col 75755, Error - URL value 'http://hl7.org/fhir/us/core/StructureDefinition/uscdi-requirement' does not resolve (INVALID)
/home/runner/work/Healthedata1-Sandbox/Healthedata1-Sandbox/input/resources/StructureDefinition-pediatric-bmi-for-age.json: line 1, col 77951, Error - The extension http://hl7.org/fhir/us/core/StructureDefinition/uscdi-requirement could not be found so is not allowed here (STRUCTURE)
/home/runner/work/Healthedata1-Sandbox/Healthedata1-Sandbox/input/resources/StructureDefinition-pediatric-bmi-for-age.json: line 1, col 77930, Error - URL value 'http://hl7.org/fhir/us/core/StructureDefinition/uscdi-requirement' does not resolve (INVALID)
/home/runner/work/Healthedata1-Sandbox/Healthedata1-Sandbox/input/resources/StructureDefinition-pediatric-bmi-for-age.json: line 1, col 78047, Error - The extension http://hl7.org/fhir/us/core/StructureDefinition/uscdi-requirement could not be found so is not allowed here (STRUCTURE)
/home/runner/work/Healthedata1-Sandbox/Healthedata1-Sandbox/input/resources/StructureDefinition-pediatric-bmi-for-age.json: line 1, col 78026, Error - URL value 'http://hl7.org/fhir/us/core/StructureDefinition/uscdi-requirement' does not resolve (INVALID)
/home/runner/work/Healthedata1-Sandbox/Healthedata1-Sandbox/input/resources/StructureDefinition-pediatric-bmi-for-age.json: line 1, col 82356, Error - The extension http://hl7.org/fhir/us/core/StructureDefinition/uscdi-requirement could not be found so is not allowed here (STRUCTURE)
/home/runner/work/Healthedata1-Sandbox/Healthedata1-Sandbox/input/resources/StructureDefinition-pediatric-bmi-for-age.json: line 1, col 82335, Error - URL value 'http://hl7.org/fhir/us/core/StructureDefinition/uscdi-requirement' does not resolve (INVALID)
/home/runner/work/Healthedata1-Sandbox/Healthedata1-Sandbox/input/resources/StructureDefinition-pediatric-bmi-for-age.json: line 1, col 85277, Error - The extension http://hl7.org/fhir/us/core/StructureDefinition/uscdi-requirement could not be found so is not allowed here (STRUCTURE)
/home/runner/work/Healthedata1-Sandbox/Healthedata1-Sandbox/input/resources/StructureDefinition-pediatric-bmi-for-age.json: line 1, col 85256, Error - URL value 'http://hl7.org/fhir/us/core/StructureDefinition/uscdi-requirement' does not resolve (INVALID)
/home/runner/work/Healthedata1-Sandbox/Healthedata1-Sandbox/input/resources/StructureDefinition-pediatric-bmi-for-age.json: line 1, col 86233, Error - The extension http://hl7.org/fhir/us/core/StructureDefinition/uscdi-requirement could not be found so is not allowed here (STRUCTURE)
/home/runner/work/Healthedata1-Sandbox/Healthedata1-Sandbox/input/resources/StructureDefinition-pediatric-bmi-for-age.json: line 1, col 86212, Error - URL value 'http://hl7.org/fhir/us/core/StructureDefinition/uscdi-requirement' does not resolve (INVALID)
/home/runner/work/Healthedata1-Sandbox/Healthedata1-Sandbox/input/resources/StructureDefinition-pediatric-bmi-for-age.json: line 1, col 87253, Error - The extension http://hl7.org/fhir/us/core/StructureDefinition/uscdi-requirement could not be found so is not allowed here (STRUCTURE)
/home/runner/work/Healthedata1-Sandbox/Healthedata1-Sandbox/input/resources/StructureDefinition-pediatric-bmi-for-age.json: line 1, col 87232, Error - URL value 'http://hl7.org/fhir/us/core/StructureDefinition/uscdi-requirement' does not resolve (INVALID)
/home/runner/work/Healthedata1-Sandbox/Healthedata1-Sandbox/input/resources/StructureDefinition-pediatric-bmi-for-age.json: line 1, col 88533, Error - The extension http://hl7.org/fhir/us/core/StructureDefinition/uscdi-requirement could not be found so is not allowed here (STRUCTURE)
/home/runner/work/Healthedata1-Sandbox/Healthedata1-Sandbox/input/resources/StructureDefinition-pediatric-bmi-for-age.json: line 1, col 88512, Error - URL value 'http://hl7.org/fhir/us/core/StructureDefinition/uscdi-requirement' does not resolve (INVALID)
/home/runner/work/Healthedata1-Sandbox/Healthedata1-Sandbox/input/resources/StructureDefinition-pediatric-bmi-for-age.json: line 1, col 115397, Error - The extension http://hl7.org/fhir/us/core/StructureDefinition/uscdi-requirement could not be found so is not allowed here (STRUCTURE)
/home/runner/work/Healthedata1-Sandbox/Healthedata1-Sandbox/input/resources/StructureDefinition-pediatric-bmi-for-age.json: line 1, col 115376, Error - URL value 'http://hl7.org/fhir/us/core/StructureDefinition/uscdi-requirement' does not resolve (INVALID)
/home/runner/work/Healthedata1-Sandbox/Healthedata1-Sandbox/input/resources/StructureDefinition-pediatric-bmi-for-age.json: line 1, col 121981, Error - The extension http://hl7.org/fhir/us/core/StructureDefinition/uscdi-requirement could not be found so is not allowed here (STRUCTURE)
/home/runner/work/Healthedata1-Sandbox/Healthedata1-Sandbox/input/resources/StructureDefinition-pediatric-bmi-for-age.json: line 1, col 121960, Error - URL value 'http://hl7.org/fhir/us/core/StructureDefinition/uscdi-requirement' does not resolve (INVALID)
/home/runner/work/Healthedata1-Sandbox/Healthedata1-Sandbox/input/resources/StructureDefinition-pediatric-bmi-for-age.json: line 1, col 123433, Error - The extension http://hl7.org/fhir/us/core/StructureDefinition/uscdi-requirement could not be found so is not allowed here (STRUCTURE)
/home/runner/work/Healthedata1-Sandbox/Healthedata1-Sandbox/input/resources/StructureDefinition-pediatric-bmi-for-age.json: line 1, col 123412, Error - URL value 'http://hl7.org/fhir/us/core/StructureDefinition/uscdi-requirement' does not resolve (INVALID)
/home/runner/work/Healthedata1-Sandbox/Healthedata1-Sandbox/input/resources/StructureDefinition-pediatric-bmi-for-age.json: line 1, col 125706, Error - The extension http://hl7.org/fhir/us/core/StructureDefinition/uscdi-requirement could not be found so is not allowed here (STRUCTURE)
/home/runner/work/Healthedata1-Sandbox/Healthedata1-Sandbox/input/resources/StructureDefinition-pediatric-bmi-for-age.json: line 1, col 125685, Error - URL value 'http://hl7.org/fhir/us/core/StructureDefinition/uscdi-requirement' does not resolve (INVALID)
/home/runner/work/Healthedata1-Sandbox/Healthedata1-Sandbox/input/resources/StructureDefinition-pediatric-bmi-for-age.json: line 1, col 131146, Error - The extension http://hl7.org/fhir/us/core/StructureDefinition/uscdi-requirement could not be found so is not allowed here (STRUCTURE)
/home/runner/work/Healthedata1-Sandbox/Healthedata1-Sandbox/input/resources/StructureDefinition-pediatric-bmi-for-age.json: line 1, col 131125, Error - URL value 'http://hl7.org/fhir/us/core/StructureDefinition/uscdi-requirement' does not resolve (INVALID)
/home/runner/work/Healthedata1-Sandbox/Healthedata1-Sandbox/input/resources/StructureDefinition-pediatric-bmi-for-age.json: line 1, col 131521, Error - The extension http://hl7.org/fhir/us/core/StructureDefinition/uscdi-requirement could not be found so is not allowed here (STRUCTURE)
/home/runner/work/Healthedata1-Sandbox/Healthedata1-Sandbox/input/resources/StructureDefinition-pediatric-bmi-for-age.json: line 1, col 131500, Error - URL value 'http://hl7.org/fhir/us/core/StructureDefinition/uscdi-requirement' does not resolve (INVALID)
/home/runner/work/Healthedata1-Sandbox/Healthedata1-Sandbox/input/resources/StructureDefinition-pediatric-bmi-for-age.json: line 1, col 131780, Error - The extension http://hl7.org/fhir/us/core/StructureDefinition/uscdi-requirement could not be found so is not allowed here (STRUCTURE)
/home/runner/work/Healthedata1-Sandbox/Healthedata1-Sandbox/input/resources/StructureDefinition-pediatric-bmi-for-age.json: line 1, col 131759, Error - URL value 'http://hl7.org/fhir/us/core/StructureDefinition/uscdi-requirement' does not resolve (INVALID)
/home/runner/work/Healthedata1-Sandbox/Healthedata1-Sandbox/input/resources/StructureDefinition-pediatric-bmi-for-age.json: line 1, col 132096, Error - The extension http://hl7.org/fhir/us/core/StructureDefinition/uscdi-requirement could not be found so is not allowed here (STRUCTURE)
/home/runner/work/Healthedata1-Sandbox/Healthedata1-Sandbox/input/resources/StructureDefinition-pediatric-bmi-for-age.json: line 1, col 132075, Error - URL value 'http://hl7.org/fhir/us/core/StructureDefinition/uscdi-requirement' does not resolve (INVALID)
/home/runner/work/Healthedata1-Sandbox/Healthedata1-Sandbox/input/resources/StructureDefinition-pediatric-bmi-for-age.json: line 1, col 132390, Error - The extension http://hl7.org/fhir/us/core/StructureDefinition/uscdi-requirement could not be found so is not allowed here (STRUCTURE)
/home/runner/work/Healthedata1-Sandbox/Healthedata1-Sandbox/input/resources/StructureDefinition-pediatric-bmi-for-age.json: line 1, col 132369, Error - URL value 'http://hl7.org/fhir/us/core/StructureDefinition/uscdi-requirement' does not resolve (INVALID)
/home/runner/work/Healthedata1-Sandbox/Healthedata1-Sandbox/input/resources/StructureDefinition-pediatric-bmi-for-age.json: line 1, col 132736, Error - The extension http://hl7.org/fhir/us/core/StructureDefinition/uscdi-requirement could not be found so is not allowed here (STRUCTURE)
/home/runner/work/Healthedata1-Sandbox/Healthedata1-Sandbox/input/resources/StructureDefinition-pediatric-bmi-for-age.json: line 1, col 132715, Error - URL value 'http://hl7.org/fhir/us/core/StructureDefinition/uscdi-requirement' does not resolve (INVALID)
/home/runner/work/Healthedata1-Sandbox/Healthedata1-Sandbox/input/resources/StructureDefinition-pediatric-bmi-for-age.json: line 1, col 132947, Error - When HL7 is publishing a resource, the owning committee must be stated using the http://hl7.org/fhir/StructureDefinition/structuredefinition-wg extension (BUSINESSRULE)
/home/runner/work/Healthedata1-Sandbox/Healthedata1-Sandbox/input/resources/StructureDefinition-pediatric-bmi-for-age.json: line 0, col 0, Warning - The Implementation Guide contains no examples for this profile (BUSINESSRULE)
/home/runner/work/Healthedata1-Sandbox/Healthedata1-Sandbox/input/resources/StructureDefinition-pediatric-bmi-for-age.json: line 0, col 0, Error - URL Mismatch http://www.fhir.org/guides/healthedata1-sandbox/StructureDefinition/pediatric-bmi-for-age vs http://hl7.org/fhir/us/core/StructureDefinition/pediatric-bmi-for-age (BUSINESSRULE)
/home/runner/work/Healthedata1-Sandbox/Healthedata1-Sandbox/input/resources/StructureDefinition-pediatric-weight-for-height.json: line 0, col 0, Error - Conformance resource /home/runner/work/Healthedata1-Sandbox/Healthedata1-Sandbox/input/resources/StructureDefinition-pediatric-weight-for-height.json - the canonical URL (http://www.fhir.org/guides/healthedata1-sandbox/StructureDefinition/pediatric-weight-for-height) does not match the URL (http://hl7.org/fhir/us/core/StructureDefinition/pediatric-weight-for-height) (INVALID)
/home/runner/work/Healthedata1-Sandbox/Healthedata1-Sandbox/input/resources/StructureDefinition-pediatric-weight-for-height.json: line 1, col 44892, Error - The extension http://hl7.org/fhir/us/core/StructureDefinition/uscdi-requirement could not be found so is not allowed here (STRUCTURE)
/home/runner/work/Healthedata1-Sandbox/Healthedata1-Sandbox/input/resources/StructureDefinition-pediatric-weight-for-height.json: line 1, col 44871, Error - URL value 'http://hl7.org/fhir/us/core/StructureDefinition/uscdi-requirement' does not resolve (INVALID)
/home/runner/work/Healthedata1-Sandbox/Healthedata1-Sandbox/input/resources/StructureDefinition-pediatric-weight-for-height.json: line 1, col 46600, Error - The extension http://hl7.org/fhir/us/core/StructureDefinition/uscdi-requirement could not be found so is not allowed here (STRUCTURE)
/home/runner/work/Healthedata1-Sandbox/Healthedata1-Sandbox/input/resources/StructureDefinition-pediatric-weight-for-height.json: line 1, col 46579, Error - URL value 'http://hl7.org/fhir/us/core/StructureDefinition/uscdi-requirement' does not resolve (INVALID)
/home/runner/work/Healthedata1-Sandbox/Healthedata1-Sandbox/input/resources/StructureDefinition-pediatric-weight-for-height.json: line 1, col 48313, Error - The extension http://hl7.org/fhir/us/core/StructureDefinition/uscdi-requirement could not be found so is not allowed here (STRUCTURE)
/home/runner/work/Healthedata1-Sandbox/Healthedata1-Sandbox/input/resources/StructureDefinition-pediatric-weight-for-height.json: line 1, col 48292, Error - URL value 'http://hl7.org/fhir/us/core/StructureDefinition/uscdi-requirement' does not resolve (INVALID)
/home/runner/work/Healthedata1-Sandbox/Healthedata1-Sandbox/input/resources/StructureDefinition-pediatric-weight-for-height.json: line 1, col 52284, Error - The extension http://hl7.org/fhir/us/core/StructureDefinition/uscdi-requirement could not be found so is not allowed here (STRUCTURE)
/home/runner/work/Healthedata1-Sandbox/Healthedata1-Sandbox/input/resources/StructureDefinition-pediatric-weight-for-height.json: line 1, col 52263, Error - URL value 'http://hl7.org/fhir/us/core/StructureDefinition/uscdi-requirement' does not resolve (INVALID)
/home/runner/work/Healthedata1-Sandbox/Healthedata1-Sandbox/input/resources/StructureDefinition-pediatric-weight-for-height.json: line 1, col 56074, Error - The extension http://hl7.org/fhir/us/core/StructureDefinition/uscdi-requirement could not be found so is not allowed here (STRUCTURE)
/home/runner/work/Healthedata1-Sandbox/Healthedata1-Sandbox/input/resources/StructureDefinition-pediatric-weight-for-height.json: line 1, col 56053, Error - URL value 'http://hl7.org/fhir/us/core/StructureDefinition/uscdi-requirement' does not resolve (INVALID)
/home/runner/work/Healthedata1-Sandbox/Healthedata1-Sandbox/input/resources/StructureDefinition-pediatric-weight-for-height.json: line 1, col 58816, Error - The extension http://hl7.org/fhir/us/core/StructureDefinition/uscdi-requirement could not be found so is not allowed here (STRUCTURE)
/home/runner/work/Healthedata1-Sandbox/Healthedata1-Sandbox/input/resources/StructureDefinition-pediatric-weight-for-height.json: line 1, col 58795, Error - URL value 'http://hl7.org/fhir/us/core/StructureDefinition/uscdi-requirement' does not resolve (INVALID)
/home/runner/work/Healthedata1-Sandbox/Healthedata1-Sandbox/input/resources/StructureDefinition-pediatric-weight-for-height.json: line 1, col 64090, Error - The extension http://hl7.org/fhir/us/core/StructureDefinition/uscdi-requirement could not be found so is not allowed here (STRUCTURE)
/home/runner/work/Healthedata1-Sandbox/Healthedata1-Sandbox/input/resources/StructureDefinition-pediatric-weight-for-height.json: line 1, col 64069, Error - URL value 'http://hl7.org/fhir/us/core/StructureDefinition/uscdi-requirement' does not resolve (INVALID)
/home/runner/work/Healthedata1-Sandbox/Healthedata1-Sandbox/input/resources/StructureDefinition-pediatric-weight-for-height.json: line 1, col 64186, Error - The extension http://hl7.org/fhir/us/core/StructureDefinition/uscdi-requirement could not be found so is not allowed here (STRUCTURE)
/home/runner/work/Healthedata1-Sandbox/Healthedata1-Sandbox/input/resources/StructureDefinition-pediatric-weight-for-height.json: line 1, col 64165, Error - URL value 'http://hl7.org/fhir/us/core/StructureDefinition/uscdi-requirement' does not resolve (INVALID)
/home/runner/work/Healthedata1-Sandbox/Healthedata1-Sandbox/input/resources/StructureDefinition-pediatric-weight-for-height.json: line 1, col 65850, Error - The extension http://hl7.org/fhir/us/core/StructureDefinition/uscdi-requirement could not be found so is not allowed here (STRUCTURE)
/home/runner/work/Healthedata1-Sandbox/Healthedata1-Sandbox/input/resources/StructureDefinition-pediatric-weight-for-height.json: line 1, col 65829, Error - URL value 'http://hl7.org/fhir/us/core/StructureDefinition/uscdi-requirement' does not resolve (INVALID)
/home/runner/work/Healthedata1-Sandbox/Healthedata1-Sandbox/input/resources/StructureDefinition-pediatric-weight-for-height.json: line 1, col 71019, Error - The extension http://hl7.org/fhir/us/core/StructureDefinition/uscdi-requirement could not be found so is not allowed here (STRUCTURE)
/home/runner/work/Healthedata1-Sandbox/Healthedata1-Sandbox/input/resources/StructureDefinition-pediatric-weight-for-height.json: line 1, col 70998, Error - URL value 'http://hl7.org/fhir/us/core/StructureDefinition/uscdi-requirement' does not resolve (INVALID)
/home/runner/work/Healthedata1-Sandbox/Healthedata1-Sandbox/input/resources/StructureDefinition-pediatric-weight-for-height.json: line 1, col 75701, Error - The extension http://hl7.org/fhir/us/core/StructureDefinition/uscdi-requirement could not be found so is not allowed here (STRUCTURE)
/home/runner/work/Healthedata1-Sandbox/Healthedata1-Sandbox/input/resources/StructureDefinition-pediatric-weight-for-height.json: line 1, col 75680, Error - URL value 'http://hl7.org/fhir/us/core/StructureDefinition/uscdi-requirement' does not resolve (INVALID)
